,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
16,45.0,11.0,44.0,45.0,5.86,14.0,34.1,0,3.6,46.1,161.3
72,17.0,19.0,33.0,48.0,5.73,18.27,24.9,1,2.6,27.4,219.7
124,5.0,14.0,28.0,57.0,5.74,18.77,71.0,2,7.3,43.1,130.1
156,34.0,17.0,25.0,58.0,5.55,13.32,42.8,0,3.7,15.6,186.3
158,15.0,33.0,12.0,55.0,5.98,10.43,11.2,1,1.3,26.0,133.1
160,60.0,25.0,23.0,52.0,5.6,14.42,44.7,0,3.4,17.9,730.7
173,12.0,22.0,15.0,63.0,5.6,11.73,54.4,0,5.0,8.3,180.3
180,21.0,8.0,51.0,41.0,5.57,17.54,41.7,4,2.9,18.8,76.5
198,36.0,24.0,21.0,55.0,5.54,12.76,70.0,2,4.5,8.5,92.3
242,12.0,6.0,39.0,54.0,6.15,15.57,123.9,1,6.9,8.3,67.4
270,16.0,32.0,12.0,56.0,5.69,10.16,25.7,1,2.8,0.0,61.0
277,10.0,20.0,27.0,53.0,5.69,19.57,34.9,1,2.4,0.0,66.5
282,24.0,39.0,8.0,53.0,5.82,14.43,11.9,1,1.5,5.2,140.5
283,16.0,28.0,20.0,52.0,5.83,16.37,22.1,0,2.4,12.1,333.6
293,11.0,25.0,24.0,51.0,5.98,18.1,12.3,0,1.4,0.0,68.1
299,16.0,15.0,28.0,57.0,5.71,15.72,32.8,1,3.8,6.0,49.6
305,6.0,21.0,33.0,46.0,5.97,15.69,19.8,1,1.9,18.7,86.0
341,29.0,36.0,12.0,51.0,6.48,10.99,11.1,1,1.4,0.0,60.7
344,9.0,13.0,37.0,50.0,5.86,19.92,17.6,1,2.0,6.5,78.2
387,36.0,22.0,32.0,46.0,5.79,18.09,20.7,0,1.6,4.0,110.3
414,8.0,11.0,60.0,29.0,5.78,17.71,10.0,1,1.3,85.9,244.3
428,2.0,5.0,80.0,15.0,5.78,15.44,8.9,0,1.0,57.9,191.4
469,6.0,7.0,64.0,29.0,5.67,14.72,30.8,1,2.8,90.4,38.5
488,4.0,16.0,39.0,45.0,5.76,12.82,21.3,0,2.3,18.7,58.4
499,16.0,29.0,27.0,44.0,5.75,12.49,16.3,1,2.2,32.6,96.9
502,41.0,20.0,35.0,46.0,5.63,12.46,34.3,1,3.7,42.7,130.9
504,9.0,20.0,24.0,56.0,5.81,16.5,25.9,0,3.2,68.9,105.5
515,13.0,11.0,51.0,37.0,6.49,14.8,21.5,1,2.3,93.1,199.7
522,10.0,7.0,56.0,37.0,6.41,18.28,26.8,1,2.8,10.6,35.0
535,10.0,20.0,39.0,41.0,6.34,13.1,9.0,0,1.4,22.0,58.9
547,22.0,16.0,27.0,57.0,5.89,19.94,129.7,0,11.1,14.2,192.9
580,27.0,8.0,64.0,28.0,5.63,16.68,17.7,1,1.6,4.6,218.6
587,19.0,6.0,75.0,18.0,5.7,13.84,18.0,0,1.2,18.6,167.2
611,25.0,10.0,59.0,32.0,5.88,10.54,14.2,1,1.2,10.8,136.2
623,21.0,2.0,85.0,13.0,6.03,17.38,13.1,0,1.4,48.4,142.6
641,5.0,20.0,34.0,45.0,5.62,16.9,46.8,1,4.4,8.5,235.7
673,1.0,19.0,28.0,53.0,6.16,11.99,37.8,1,3.6,5.4,271.9
678,1.0,23.0,22.0,55.0,5.88,18.92,30.5,1,3.3,6.3,333.1
696,12.0,18.0,35.0,47.0,6.34,19.99,11.9,0,1.1,0.0,108.1
756,31.0,35.0,19.0,46.0,5.88,10.54,31.3,1,2.9,0.0,417.6
758,15.0,14.0,51.0,35.0,6.08,14.21,11.2,1,1.3,5.5,68.8
798,8.0,14.0,32.0,54.0,5.5,11.77,23.6,0,1.8,8.2,50.5
799,53.0,13.0,42.0,45.0,5.84,13.05,14.1,0,1.4,7.9,31.0
801,4.0,25.0,13.0,63.0,6.11,13.76,7.3,1,1.0,45.9,67.6
819,5.0,16.0,47.0,38.0,5.59,16.02,18.8,1,1.4,7.6,120.1
875,9.0,25.0,13.0,63.0,5.84,17.43,79.4,2,8.2,11.6,236.4
894,30.0,20.0,25.0,54.0,6.03,19.7,104.7,0,9.7,19.8,462.1
897,26.0,20.0,31.0,49.0,5.89,12.17,8.4,0,1.2,22.2,57.1
901,42.0,7.0,49.0,44.0,6.41,14.55,36.5,0,3.7,12.7,288.5
948,7.0,58.0,6.0,35.0,6.23,12.56,11.2,0,1.7,0.0,233.4
956,9.0,28.0,21.0,51.0,6.3,15.3,13.7,0,1.9,12.1,74.5
988,2.0,25.0,20.0,55.0,6.28,10.23,27.4,0,2.9,7.3,204.5
1046,32.0,23.0,14.0,63.0,6.18,14.5,64.6,1,6.9,11.3,101.3
1050,7.0,25.0,21.0,53.0,6.08,19.2,72.9,1,6.3,11.4,530.7
1059,1.0,28.0,20.0,52.0,6.33,19.09,29.5,1,2.9,0.0,158.2
1072,3.0,20.0,33.0,47.0,5.84,15.27,16.6,1,1.3,0.0,61.3
1118,5.0,32.0,17.0,51.0,5.73,16.92,75.9,0,7.4,5.6,144.1
1120,3.0,30.0,18.0,52.0,6.23,15.6,21.8,1,2.4,57.4,543.7
1127,1.0,11.0,61.0,28.0,6.13,10.29,21.7,1,2.2,85.7,266.5
1129,8.0,13.0,45.0,42.0,5.76,19.44,12.5,1,1.3,0.0,68.4
1146,4.0,35.0,10.0,55.0,5.86,19.51,15.7,0,1.9,0.0,137.3
1147,4.0,22.0,30.0,47.0,5.63,15.58,19.9,0,2.0,0.0,72.1
1153,15.0,19.0,48.0,32.0,5.87,19.99,25.2,1,2.4,21.0,135.1
1157,15.0,8.0,65.0,27.0,5.98,11.07,32.2,0,3.0,39.4,259.7
1161,5.0,14.0,35.0,51.0,6.02,10.55,46.8,0,3.1,15.1,271.9
1163,14.0,18.0,48.0,34.0,6.2,13.49,22.7,0,2.4,5.6,169.4
1211,24.0,14.0,39.0,47.0,5.5,12.05,48.9,1,4.3,12.9,56.3
1221,13.0,22.0,42.0,36.0,6.07,18.83,12.0,1,1.5,29.8,158.9
1256,10.0,31.0,7.0,62.0,5.89,13.08,9.8,0,1.4,24.4,167.8
1268,0.0,35.0,14.0,51.0,6.47,10.29,31.6,5,3.0,0.0,162.6
1286,1.0,25.0,14.0,61.0,6.18,16.87,61.8,2,4.7,7.0,263.4
1289,2.0,34.0,8.0,58.0,6.16,12.15,64.1,5,5.9,0.0,139.9
1291,1.0,35.0,12.0,53.0,6.19,12.68,48.4,1,3.4,0.0,226.7
1292,2.0,22.0,16.0,62.0,5.56,14.9,76.1,2,5.1,10.5,72.6
1293,0.0,31.0,15.0,54.0,5.94,15.74,72.4,2,5.0,6.8,247.2
1296,0.0,27.0,12.0,61.0,5.68,12.76,49.1,4,3.3,6.4,76.2
1310,1.0,37.0,6.0,57.0,6.11,10.16,21.1,1,1.9,0.0,254.1
1321,0.0,27.0,29.0,44.0,6.46,11.06,21.2,1,2.1,6.1,243.3
1325,0.0,30.0,8.0,62.0,5.54,19.81,21.5,1,2.2,4.2,74.3
1328,0.0,30.0,6.0,65.0,5.69,14.67,48.5,1,3.5,0.0,102.5
1336,0.0,23.0,8.0,69.0,5.56,11.01,28.9,1,3.2,11.5,93.1
1342,3.0,29.0,6.0,65.0,6.44,10.92,23.6,0,2.5,29.6,112.3
1344,0.0,25.0,13.0,61.0,5.9,10.85,26.1,2,2.9,10.9,59.8
1356,3.0,23.0,21.0,56.0,5.96,13.85,31.2,1,3.5,9.5,47.2
1361,1.0,40.0,8.0,52.0,5.54,16.09,43.5,1,3.8,0.0,99.1
1363,1.0,24.0,16.0,60.0,6.39,17.04,11.9,1,1.4,8.6,58.3
1382,28.0,7.0,42.0,50.0,5.53,12.45,128.3,1,11.7,20.9,273.8
1406,8.0,21.0,33.0,46.0,5.9,19.76,43.3,1,2.9,5.0,283.8
1411,61.0,8.0,57.0,34.0,5.81,13.74,121.4,1,5.4,15.3,317.7
1443,21.0,32.0,21.0,47.0,6.25,16.88,23.5,5,2.9,7.3,364.7
1478,38.0,18.0,35.0,47.0,6.03,13.14,16.2,0,1.9,0.0,112.5
1486,22.0,10.0,47.0,43.0,5.68,10.12,41.3,0,4.1,29.3,321.8
1488,29.0,8.0,53.0,39.0,6.38,14.28,53.4,1,4.5,12.0,151.4
1503,50.0,7.0,57.0,37.0,5.85,11.63,92.3,1,7.6,21.5,315.6
1507,44.0,14.0,19.0,66.0,5.6,16.74,102.5,2,10.4,15.0,479.5
1518,34.0,9.0,49.0,42.0,5.73,15.89,36.3,0,3.7,67.7,335.4
1521,27.0,19.0,21.0,59.0,5.92,11.84,45.0,1,4.8,15.1,201.6
1522,23.0,19.0,18.0,63.0,5.94,10.08,41.5,0,4.5,27.2,136.7
1524,20.0,7.0,45.0,48.0,5.57,14.35,140.4,1,11.1,17.8,124.8
1562,35.0,18.0,30.0,52.0,6.31,15.93,35.9,1,3.5,8.1,165.4
1566,32.0,28.0,14.0,57.0,6.09,16.35,54.3,1,5.5,22.0,241.5
1585,32.0,26.0,13.0,61.0,5.57,18.81,59.4,2,5.6,28.3,768.5
1590,43.0,8.0,60.0,32.0,5.59,18.44,20.9,0,1.9,34.1,68.5
1622,42.0,26.0,14.0,59.0,5.78,11.98,69.7,1,5.1,10.0,223.8
1647,45.0,17.0,38.0,45.0,6.34,18.89,137.4,1,6.9,27.5,195.0
1651,19.0,25.0,25.0,50.0,6.14,19.32,15.2,1,1.8,31.9,398.3
1677,32.0,26.0,21.0,53.0,5.94,11.41,36.1,1,4.1,8.1,98.7
1679,35.0,9.0,55.0,36.0,5.96,11.09,61.2,1,3.4,4.9,75.6
1680,18.0,7.0,52.0,41.0,5.78,18.07,11.7,0,1.3,0.0,47.3
1718,53.0,28.0,22.0,49.0,5.62,10.3,52.9,2,2.7,16.9,78.1
1744,9.0,10.0,46.0,44.0,5.93,11.41,47.2,0,3.9,34.5,664.4
1745,53.0,11.0,28.0,61.0,5.86,15.44,101.6,1,10.0,19.7,476.6
1748,10.0,20.0,34.0,46.0,5.9,14.59,34.5,0,3.7,31.9,98.3
1751,37.0,14.0,33.0,53.0,6.06,10.04,33.9,1,3.0,24.1,324.6
1775,32.0,18.0,24.0,58.0,6.25,14.83,33.0,0,4.0,17.4,99.0
1935,51.0,18.0,34.0,48.0,5.92,10.44,7.9,0,1.1,38.8,207.5
1944,48.0,18.0,58.0,24.0,5.5,11.81,5.1,0,0.8,16.9,78.7
1971,14.0,9.0,41.0,50.0,5.85,14.05,73.6,0,7.4,29.9,104.4
1999,13.0,8.0,67.0,26.0,5.64,17.81,9.9,0,1.2,11.3,63.9
2004,15.0,11.0,56.0,34.0,5.77,13.02,21.9,0,2.5,11.4,94.7
2035,12.0,8.0,61.0,31.0,5.9,15.0,11.3,0,1.3,10.2,281.4
2039,17.0,13.0,44.0,44.0,6.04,11.12,19.8,0,2.2,33.4,140.9
2076,35.0,8.0,65.0,27.0,5.51,10.06,17.4,0,1.7,7.5,167.1
2097,42.0,33.0,13.0,54.0,6.14,15.88,24.1,0,3.0,0.0,49.8
2110,55.0,11.0,55.0,33.0,6.06,11.54,28.6,0,3.0,10.9,49.3
2132,33.0,28.0,29.0,43.0,5.66,10.1,36.7,1,2.5,0.0,112.8
2133,31.0,23.0,28.0,48.0,5.62,13.81,48.6,0,3.1,0.0,153.8
2174,26.0,21.0,20.0,60.0,6.33,19.56,70.8,0,8.0,10.0,265.8
2181,17.0,21.0,41.0,38.0,5.56,13.69,11.5,0,1.4,0.0,60.4
2188,47.0,30.0,14.0,56.0,5.88,13.95,17.4,0,2.2,33.8,170.5
2197,22.0,17.0,46.0,37.0,5.68,18.42,14.3,0,1.2,0.0,51.1
2237,21.0,9.0,67.0,24.0,6.05,12.26,23.6,1,2.3,10.6,171.7
2238,46.0,8.0,56.0,35.0,6.15,14.63,41.8,1,1.7,9.0,124.1
2272,27.0,14.0,56.0,30.0,5.73,13.88,8.5,1,0.8,0.0,75.2
2275,44.0,16.0,55.0,29.0,5.75,16.08,7.4,0,0.9,4.8,74.7
2279,7.0,15.0,52.0,33.0,5.86,12.1,12.9,1,1.3,7.3,89.4
2305,40.0,12.0,50.0,38.0,6.23,14.43,34.9,1,1.9,11.1,84.2
2327,3.0,22.0,20.0,58.0,6.46,19.86,53.7,0,5.8,9.4,93.3
2408,6.0,15.0,32.0,53.0,5.82,13.04,40.9,1,2.7,11.7,212.0
2416,3.0,25.0,21.0,55.0,6.14,12.09,40.0,0,3.1,0.0,202.0
2567,5.0,9.0,60.0,31.0,6.45,12.31,24.4,1,2.4,6.2,191.3
2697,33.0,30.0,21.0,49.0,6.21,12.0,25.8,1,2.6,2.3,108.8
2699,52.0,11.0,31.0,58.0,5.62,17.22,49.3,0,5.2,13.0,209.8
2714,30.0,19.0,29.0,52.0,6.0,14.39,55.5,1,4.3,11.7,146.9
2801,27.0,44.0,10.0,46.0,5.75,10.26,43.1,0,3.4,0.0,102.5
2803,35.0,37.0,12.0,51.0,5.84,10.34,37.5,1,3.6,0.0,154.9
2869,33.0,17.0,36.0,46.0,5.9,10.69,48.9,1,5.2,27.6,216.4
2870,52.0,14.0,39.0,47.0,6.2,11.14,45.2,1,5.0,14.6,141.5
2975,43.0,16.0,25.0,59.0,6.43,11.14,46.7,1,3.4,9.2,255.4
2991,21.0,7.0,63.0,30.0,6.1,10.89,16.9,1,1.7,17.2,65.2
2994,12.0,14.0,45.0,41.0,5.98,10.89,11.6,1,1.4,56.5,176.4
3055,28.0,27.0,23.0,50.0,5.7,20.0,19.9,1,2.2,42.6,279.7
3064,51.0,19.0,27.0,54.0,6.1,12.74,18.8,1,1.9,5.2,72.2
3068,33.0,20.0,25.0,55.0,5.57,18.57,21.5,0,2.4,6.3,101.5
3070,19.0,14.0,42.0,44.0,6.23,17.43,48.0,0,4.5,23.8,221.7
3099,48.0,11.0,46.0,43.0,6.0,11.31,37.4,0,2.0,16.4,155.4
3104,14.0,17.0,26.0,57.0,5.73,12.45,39.5,0,3.7,14.4,146.4
3166,23.0,26.0,13.0,60.0,5.88,11.39,49.9,0,5.9,10.6,74.1
3178,21.0,22.0,27.0,51.0,6.39,12.15,34.3,1,3.0,8.5,180.2
3179,15.0,21.0,29.0,50.0,6.33,15.59,32.0,1,2.9,10.4,219.4
3200,30.0,23.0,22.0,55.0,5.86,11.86,45.1,0,4.6,6.2,139.0
3204,7.0,10.0,52.0,38.0,5.68,10.39,31.8,1,3.2,8.5,83.8
3208,39.0,23.0,30.0,47.0,6.25,11.63,31.0,1,3.1,9.6,130.9
3214,37.0,16.0,34.0,50.0,6.22,15.55,48.9,1,5.2,14.5,489.2
3220,15.0,24.0,23.0,53.0,6.48,12.66,28.3,7,2.5,7.8,223.7
3230,14.0,20.0,36.0,43.0,6.1,10.84,29.7,0,2.9,9.6,387.0
3235,40.0,27.0,13.0,60.0,6.34,18.04,59.2,5,6.5,11.7,181.5
3248,29.0,24.0,19.0,56.0,5.7,10.03,34.6,0,3.4,9.7,158.6
3269,14.0,17.0,42.0,42.0,5.93,10.45,25.0,1,2.0,13.4,104.4
3318,10.0,10.0,55.0,34.0,5.86,10.02,18.9,0,1.9,12.0,130.5
3384,21.0,16.0,37.0,47.0,6.05,13.69,55.0,1,4.2,9.1,320.5
3415,21.0,20.0,31.0,49.0,5.97,10.1,29.4,0,3.1,16.4,145.4
3489,18.0,13.0,37.0,50.0,6.27,11.29,12.7,1,1.2,5.2,61.7
3506,26.0,20.0,25.0,55.0,5.78,14.06,36.2,0,2.6,7.2,189.4
3520,18.0,19.0,39.0,42.0,6.24,11.01,11.9,1,1.3,8.5,90.2
3531,23.0,27.0,24.0,49.0,6.14,18.08,40.3,1,3.9,0.0,288.5
3532,21.0,5.0,63.0,31.0,5.53,13.14,15.5,0,1.4,10.4,76.0
3556,14.0,15.0,39.0,46.0,6.06,13.15,34.6,0,1.7,0.0,176.7
3568,23.0,18.0,36.0,46.0,6.43,10.96,12.2,0,1.0,0.0,193.4
3576,9.0,16.0,37.0,47.0,5.82,17.58,17.7,1,1.8,29.6,56.1
3582,27.0,26.0,24.0,50.0,6.3,11.03,81.9,1,5.0,8.9,101.4
3586,31.0,18.0,38.0,44.0,6.41,12.83,34.6,1,2.4,37.8,471.8
3594,18.0,10.0,56.0,34.0,5.94,11.43,4.9,0,0.8,6.8,38.9
3613,6.0,10.0,61.0,29.0,6.26,12.3,9.3,1,1.1,0.0,52.9
3617,30.0,27.0,22.0,50.0,5.8,10.59,43.5,0,3.4,8.6,255.4
3641,23.0,10.0,69.0,21.0,6.2,10.38,7.0,0,0.8,0.0,63.6
3643,39.0,26.0,19.0,55.0,6.2,12.19,65.6,1,3.8,0.0,281.9
3644,32.0,19.0,41.0,40.0,6.27,10.69,51.1,0,2.8,0.0,166.5
3666,9.0,20.0,30.0,49.0,6.29,15.75,20.0,1,2.2,23.1,163.4
3675,6.0,15.0,36.0,49.0,6.19,19.77,61.5,1,5.2,108.4,311.4
3676,5.0,10.0,48.0,42.0,6.32,12.55,36.3,1,3.4,11.7,52.1
3694,6.0,7.0,75.0,18.0,5.77,13.42,9.7,0,1.0,38.0,47.4
3712,4.0,12.0,58.0,30.0,6.07,13.37,15.1,0,1.7,54.5,69.0
3715,17.0,22.0,22.0,56.0,5.86,10.65,29.5,0,3.4,20.3,54.6
3733,6.0,13.0,36.0,51.0,6.1,10.65,27.9,0,2.3,26.2,65.3
3757,20.0,34.0,10.0,57.0,6.14,12.45,16.9,1,1.8,36.7,116.9
3766,30.0,33.0,10.0,56.0,5.97,14.9,27.3,6,2.4,21.2,140.1
3770,30.0,34.0,6.0,60.0,5.67,16.09,41.9,0,4.6,26.0,129.9
3861,22.0,17.0,39.0,45.0,6.22,10.52,37.4,0,3.4,12.8,154.0
3863,16.0,12.0,45.0,43.0,5.62,18.55,8.2,0,1.0,7.8,53.2
3877,14.0,18.0,46.0,37.0,5.83,11.4,24.9,0,1.9,13.7,152.4
3909,43.0,29.0,21.0,50.0,6.35,10.3,65.5,2,4.1,0.0,141.9
3911,17.0,6.0,64.0,30.0,5.63,15.75,12.3,0,1.4,0.0,47.0
3929,4.0,4.0,74.0,22.0,5.77,10.04,22.2,1,1.9,138.8,163.9
3932,5.0,15.0,33.0,52.0,6.46,14.14,9.7,0,1.2,32.1,123.0
3939,2.0,6.0,66.0,29.0,5.64,13.27,20.1,0,1.9,22.2,112.5
3947,12.0,19.0,16.0,64.0,5.62,14.68,13.3,0,1.6,34.0,297.2
3962,3.0,6.0,66.0,27.0,6.21,13.26,16.6,0,1.7,85.1,54.5
3965,4.0,7.0,64.0,28.0,5.96,14.43,13.2,0,1.3,63.5,48.1
3974,13.0,21.0,12.0,66.0,6.49,13.73,10.5,0,1.3,45.9,251.9
3977,13.0,22.0,16.0,62.0,6.27,14.39,16.3,0,1.4,47.0,124.7
3990,4.0,8.0,60.0,32.0,5.53,11.31,27.5,0,2.4,30.6,59.6
3999,5.0,13.0,53.0,34.0,5.61,19.42,12.0,0,1.3,62.2,79.0
4005,17.0,15.0,40.0,45.0,6.06,11.0,15.0,0,1.6,82.6,261.9
4073,43.0,37.0,14.0,49.0,5.53,16.25,61.1,1,4.7,7.5,142.8
4077,19.0,19.0,29.0,52.0,5.58,17.59,33.0,0,3.9,10.3,94.7
4096,19.0,26.0,14.0,60.0,5.61,15.74,22.6,0,2.9,16.1,53.0
4100,27.0,29.0,15.0,56.0,5.57,18.22,36.5,2,2.3,0.0,49.8
4187,18.0,8.0,51.0,41.0,5.74,13.07,73.4,0,5.5,15.8,127.0
4206,10.0,10.0,40.0,50.0,5.53,11.57,30.9,0,3.1,10.6,29.0
4227,14.0,14.0,30.0,56.0,6.2,15.09,38.2,0,4.7,8.2,75.3
4228,18.0,15.0,33.0,52.0,5.79,14.47,32.6,0,3.6,9.8,160.8
4241,39.0,18.0,34.0,48.0,5.54,19.61,78.1,1,8.5,39.4,292.8
4250,,,,,5.79,12.08,35.8,0,3.6,51.6,298.6
4304,,,,,6.38,13.77,10.3,0,1.5,16.7,63.5
4307,,,,,6.07,12.71,17.7,0,1.5,63.0,77.3
4311,,,,,6.4,16.13,18.4,0,2.2,33.9,135.4
4320,,,,,5.94,13.01,39.8,0,3.5,26.2,106.0
4338,,,,,6.24,17.38,12.1,0,1.6,89.2,164.4
4373,,,,,6.27,11.12,17.7,1,2.1,8.5,128.2
4425,,,,,6.38,15.93,19.5,0,2.1,50.1,341.3
4429,,,,,6.17,13.93,20.2,0,2.3,29.1,177.8
4432,,,,,5.78,16.27,101.1,0,7.6,73.8,217.3
4436,,,,,6.45,15.41,14.0,0,1.6,40.4,163.9
4442,,,,,5.65,19.99,30.7,0,2.8,30.7,136.5
4473,,,,,6.0,11.57,42.2,0,4.4,17.6,273.0
4485,,,,,6.26,17.77,11.9,0,1.3,42.2,66.3
4513,,,,,5.73,17.74,23.8,0,2.5,42.7,111.2
4580,,,,,5.83,11.9,30.3,0,2.4,50.1,171.3
4582,,,,,6.3,15.6,7.7,0,1.0,34.5,115.9
4585,,,,,5.5,10.54,2.7,0,0.5,12.4,75.2
4588,,,,,5.56,14.83,55.9,0,5.6,145.5,320.5
4590,,,,,6.47,18.92,39.4,0,3.6,56.3,215.2
4595,,,,,6.11,19.47,16.4,0,2.0,71.6,226.4
4600,,,,,6.36,18.3,19.8,3,2.1,38.4,134.4
4602,,,,,5.7,15.27,17.0,0,1.9,19.8,136.4
4605,,,,,5.94,18.77,56.0,0,4.6,54.8,91.8
4609,,,,,5.71,13.14,58.2,0,5.9,42.1,105.8
4648,,,,,6.4,15.72,23.9,1,2.5,37.7,309.0
4682,,,,,6.05,14.73,33.0,1,3.1,102.4,191.5
4693,,,,,6.22,10.27,29.6,1,3.0,31.7,57.5
4696,,,,,5.68,14.57,66.0,0,5.6,39.0,248.5
4700,,,,,5.82,11.19,53.6,0,5.5,60.8,321.6
4704,,,,,5.84,10.04,37.1,0,3.7,30.3,100.7
4710,,,,,6.25,18.23,14.9,0,1.6,89.9,201.6
4711,,,,,6.4,18.81,12.3,0,1.5,20.7,97.1
4713,,,,,6.28,15.35,17.4,0,1.7,20.8,129.1
4716,,,,,5.98,15.14,53.0,0,5.1,24.4,436.1
4744,,,,,5.5,19.45,46.4,0,2.6,23.5,48.7
4780,,,,,6.46,15.09,30.8,2,3.3,28.5,135.4
4783,,,,,6.09,11.67,25.5,0,3.0,29.4,159.6
4787,,,,,6.23,12.76,49.4,1,4.9,22.9,301.1
4788,,,,,5.88,12.72,16.8,0,2.0,36.1,258.4
4795,,,,,5.93,15.71,28.0,0,3.3,69.0,209.6
4799,,,,,5.77,12.55,43.5,0,4.7,15.4,216.4
4816,,,,,5.82,10.89,22.4,0,2.7,17.2,85.4
4828,,,,,5.73,11.52,34.3,0,3.3,20.3,140.3
4843,,,,,6.2,10.22,25.7,1,2.3,6.5,237.2
4853,,,,,6.42,13.1,26.9,1,2.9,6.0,138.9
4883,,,,,6.34,10.04,40.8,1,3.3,9.4,435.4
4888,,,,,5.63,10.15,30.5,0,2.7,13.7,147.8
4909,,,,,5.62,19.65,28.0,0,3.0,9.8,188.8
4917,,,,,6.1,17.66,38.1,0,3.5,39.4,337.9
4920,,,,,5.98,17.84,14.0,0,1.6,59.4,247.5
4925,,,,,5.62,12.02,15.4,0,1.6,23.9,140.1
4934,,,,,5.55,18.09,21.2,0,2.6,38.0,184.5
4937,,,,,5.75,10.04,28.3,0,2.4,12.6,175.5
4945,,,,,5.57,12.54,36.1,0,2.8,34.7,281.8
4946,,,,,6.35,18.14,85.1,3,5.5,9.2,113.1
4950,,,,,5.78,14.67,17.3,0,2.4,15.8,157.8
4967,,,,,6.47,12.22,24.3,1,2.7,33.6,173.4
4971,,,,,6.05,10.35,10.1,0,1.1,38.2,219.8
4978,,,,,6.17,12.21,19.4,0,2.3,21.0,125.3
4979,,,,,6.18,13.93,50.5,0,3.4,23.0,561.8
4987,,,,,6.28,15.29,42.1,3,4.4,7.3,83.6
4990,,,,,5.99,10.9,14.6,0,1.8,30.3,215.3
5001,,,,,5.76,11.25,29.5,0,3.0,45.4,234.4
5007,,,,,5.72,15.18,48.2,0,3.6,26.0,531.9
5016,,,,,6.07,12.31,35.9,0,3.3,34.9,366.4
5033,,,,,6.33,10.1,37.6,1,4.0,6.2,153.9
5052,,,,,6.31,11.8,58.1,2,4.4,6.7,123.1
5066,,,,,6.28,10.49,22.3,0,2.5,34.0,173.4
5075,,,,,5.63,11.93,45.0,0,5.1,33.8,147.8
5083,,,,,6.02,10.48,35.4,0,4.0,17.1,338.3
5095,,,,,6.14,16.24,71.1,11,4.0,15.3,120.2
5097,,,,,5.77,12.93,48.7,0,5.3,18.9,136.3
5098,,,,,6.1,14.19,60.6,0,5.8,8.3,92.7
5099,,,,,6.28,11.35,30.8,2,3.3,42.1,206.8
5106,,,,,5.52,17.71,48.6,0,5.0,29.7,110.2
5107,,,,,5.73,10.93,56.2,0,4.0,8.1,178.0
5132,,,,,6.05,18.09,87.2,0,7.3,6.9,263.5
5149,,,,,5.53,20.0,116.7,1,6.5,14.1,80.5
5448,,,,,5.5,18.63,416.9,0,19.2,21.1,89.9
5510,,,,,5.76,16.24,173.5,0,8.3,24.4,95.2
5549,,,,,6.03,18.75,261.2,1,11.6,15.2,72.0
5671,,,,,5.98,14.73,124.5,0,9.7,24.1,86.3
5726,,,,,6.21,15.98,19.6,0,2.2,28.9,121.9
5795,,,,,6.21,12.43,61.0,0,3.9,11.4,70.3
5797,,,,,5.84,12.53,33.1,0,3.7,11.7,156.9
5802,,,,,5.82,19.44,80.1,0,6.6,24.6,412.2
5803,,,,,5.57,18.71,46.0,0,4.4,43.2,228.5
5804,,,,,5.8,12.39,45.6,0,3.1,21.9,208.8
5817,,,,,6.43,15.73,22.3,0,2.8,27.9,231.0
5819,,,,,5.57,10.57,26.4,0,2.7,59.7,189.3
5844,,,,,5.89,19.55,26.7,0,2.6,10.8,229.3
5903,,,,,6.15,18.19,19.1,0,2.1,27.7,42.9
5911,,,,,6.16,12.83,12.1,0,1.5,64.9,96.5
5912,,,,,5.72,11.04,17.4,0,2.3,35.0,83.3
5915,,,,,5.63,18.08,12.1,0,1.5,43.4,57.9
5965,,,,,5.76,19.27,21.1,0,2.1,39.3,126.1
5970,,,,,5.54,18.4,33.6,0,3.3,20.1,250.0
